code,value
600506.SH,25.52
600507.SH,58.06
600508.SH,63.78
600509.SH,45.81
600510.SH,66.74
600511.SH,46.78
600512.SH,8.86
600513.SH,40.88
600515.SH,60.67
600516.SH,43.72
600517.SH,58.43
600518.SH,50.16
600519.SH,79.49
600520.SH,48.53
600521.SH,17.02
600522.SH,39.67
600523.SH,57.24
600525.SH,31.77
600526.SH,43.76
600527.SH,2.1
600528.SH,67.37
600529.SH,68.53
600530.SH,58.81
600531.SH,42.5
600532.SH,32.35
600533.SH,47.38
600535.SH,57.49
600536.SH,59.24
600537.SH,23.67
600538.SH,10.05
600539.SH,50.25
600540.SH,42.24
600543.SH,41.99
600545.SH,40.97
600546.SH,70.59
600547.SH,63.49
600548.SH,91.15
600549.SH,61.11
600550.SH,58.94
600551.SH,73.29
600552.SH,28.17
600555.SH,30.52
600556.SH,2.32
600557.SH,60.02
600558.SH,34.76
600559.SH,50.23
600560.SH,45.31
600561.SH,31.56
600562.SH,57.02
600563.SH,77.85
600565.SH,52.58
600566.SH,72.99
600567.SH,41.66
600568.SH,37.05
600569.SH,61.17
600570.SH,42.12
600571.SH,23.94
600572.SH,36.98
600573.SH,52.48
600575.SH,64.45
600576.SH,44.36
600577.SH,35.25
600578.SH,85.43
600579.SH,56.1
600580.SH,58.15
600581.SH,51.15
600582.SH,71.13
600583.SH,77.28
600584.SH,34.75
600585.SH,75.63
600586.SH,37.07
600587.SH,55.84
600588.SH,59.9
600589.SH,31.33
600590.SH,43.93
600592.SH,43.16
600593.SH,49.55
600594.SH,8.74
600595.SH,53.89
600596.SH,26.17
600597.SH,66.27
600598.SH,68
600599.SH,44.78
600600.SH,79.16
600601.SH,16.94
600602.SH,46.85
600603.SH,38.23
600604.SH,61.53
600605.SH,54.63
600606.SH,87.41
600608.SH,18.93
600609.SH,44.4
600610.SH,18.37
600611.SH,31.75
600612.SH,81.48
600613.SH,46.14
600614.SH,28.75
600615.SH,40.77
600616.SH,39.66
600617.SH,69.3
600618.SH,73.65
600619.SH,65.12
600620.SH,58.34
600621.SH,31.8
600622.SH,59.13
600623.SH,81.55
600624.SH,31.54
600626.SH,41.27
600628.SH,54.98
600629.SH,68.84
600630.SH,31.13
600633.SH,60.55
600634.SH,30.9
600635.SH,27.74
600636.SH,41.15
600637.SH,60.78
600638.SH,64.87
600639.SH,79.41
600640.SH,66.86
600641.SH,53.42
600642.SH,70.76
600643.SH,52.95
600644.SH,64.73
600645.SH,28.51
600647.SH,47.01
600648.SH,72.61
600649.SH,59.34
600650.SH,56.41
600651.SH,38.96
600652.SH,20.81
600653.SH,27.3
600654.SH,8.32
600655.SH,54.97
600657.SH,65.74
600658.SH,71.07
600660.SH,57.23
600661.SH,69.39
600662.SH,45.94
600663.SH,87.96
600664.SH,57.94
600665.SH,59.87
600666.SH,10.51
600667.SH,54.49
600668.SH,18.19
600671.SH,52.2
600673.SH,59.68
600674.SH,79.94
600675.SH,54.84
600676.SH,53.61
600677.SH,23.53
600678.SH,27.84
600679.SH,68.18
600681.SH,45.79
600682.SH,52.59
600683.SH,48.42
600684.SH,35.98
600685.SH,70.3
600686.SH,62.89
600687.SH,65
600688.SH,84.96
600689.SH,34.27
600690.SH,71.81
600691.SH,33.8
600692.SH,7.52
600693.SH,56.49
600694.SH,62.94
600695.SH,41.21
600696.SH,52.98
600697.SH,45.45
600698.SH,41.42
600699.SH,58.29
600701.SH,16.43
600702.SH,46.88
600703.SH,66.44
600704.SH,68.37
600705.SH,58.83
600706.SH,53.69
600707.SH,55.86
600708.SH,62.34
600710.SH,52.88
600711.SH,18.63
600712.SH,41.81
600713.SH,46.16
600714.SH,63.67
600715.SH,51.08
600716.SH,53.26
600717.SH,61.82
600718.SH,39.45
600719.SH,38.87
600720.SH,51.82
600721.SH,33.53
600722.SH,56.04
600723.SH,62.83
600724.SH,78.72
600725.SH,46.52
600726.SH,59.15
600727.SH,43.12
600728.SH,33.18
600729.SH,66.03
600730.SH,23.91
600731.SH,41.25
600732.SH,32.73
600733.SH,60.78
600734.SH,46.13
600735.SH,49.79
600736.SH,51.42
600737.SH,64.96
600738.SH,37.33
600739.SH,48.77
600740.SH,41.07
600741.SH,81.22
600742.SH,40.85
600743.SH,70.65
600744.SH,28.56
600745.SH,55.52
600746.SH,59.93
600748.SH,70.71
600749.SH,59.41
600750.SH,47.77
600751.SH,62.06
600753.SH,40.48
600754.SH,85.81
600755.SH,41.06
600756.SH,21.72
600757.SH,65.49
600758.SH,45.52
600759.SH,46.44
600760.SH,48.27
600761.SH,54.9
600763.SH,59.15
600764.SH,73.51
600765.SH,50.32
600766.SH,3.04
600767.SH,24.34
600768.SH,39.44
600769.SH,28.12
600770.SH,30.96
600771.SH,41.66
600773.SH,49.68
600774.SH,57.37
600775.SH,48.1
600776.SH,65.43
600777.SH,30.66
600778.SH,36.21
600779.SH,81.83
600780.SH,70.78
600781.SH,50.57
600782.SH,66.71
600783.SH,69.89
600784.SH,29.77
600785.SH,80.94
600787.SH,71.41
600789.SH,29.53
600790.SH,49.24
600791.SH,46.23
600792.SH,71.59
600793.SH,55.89
600794.SH,38.06
600795.SH,64.18
600796.SH,34.39
600797.SH,24.6
600798.SH,44.89
600800.SH,30.11
600801.SH,77.02
600802.SH,40.01
600803.SH,67.95
600804.SH,28.73
600805.SH,50.1
600807.SH,34.35
600808.SH,67.07
600809.SH,87.97
600810.SH,49.59
600811.SH,50.59
600812.SH,73.42
600814.SH,70.11
600815.SH,69.85
600816.SH,68.59
600817.SH,32.52
600818.SH,54.03
600819.SH,68.91
600820.SH,55.54
600821.SH,27.11
600822.SH,60.87
600823.SH,78.84
600824.SH,40.44
600825.SH,56.34
600826.SH,59.23
600827.SH,71.25
600828.SH,69.44
600829.SH,80.65
600830.SH,40.38
600831.SH,41.04
600833.SH,51.54
600834.SH,61.29
600835.SH,73.67
600836.SH,27.23
600837.SH,41.1
600838.SH,28.66
600839.SH,34.01
600841.SH,82.79
600843.SH,50.3
600844.SH,37.86
600845.SH,83.77
600846.SH,26.55
600847.SH,33.74
600848.SH,73.15
600850.SH,49.64
600851.SH,57.98
600853.SH,33.91
600854.SH,38.33
600855.SH,13.62
600856.SH,39.09
600857.SH,29.11
600858.SH,62.21
600859.SH,61.58
600860.SH,56.75
600861.SH,35.32
600862.SH,73.4
600863.SH,66.12
600864.SH,71.03
600865.SH,41.33
600866.SH,40.3
600867.SH,56.58
600868.SH,12.17
600869.SH,63.35
600870.SH,34.26
600871.SH,88.01
600872.SH,64.67
600873.SH,12.43
600874.SH,69.03
600875.SH,60.04
600876.SH,64.25
600877.SH,22.34
600879.SH,36.35
600880.SH,41.2
600881.SH,44.06
600882.SH,33.68
600883.SH,50.24
600884.SH,63.06
600885.SH,75.32
600886.SH,74.05
600887.SH,42.86
600888.SH,38.56
600889.SH,44.72
600890.SH,39.58
600891.SH,25.36
600892.SH,19.77
600893.SH,72.66
600894.SH,63.74
600895.SH,60.06
600896.SH,56.57
600897.SH,76.13
600898.SH,33.52
600900.SH,88.74
600901.SH,64.08
600903.SH,66.84
600908.SH,37.93
600909.SH,64.56
600917.SH,89.94
600919.SH,45.87
600926.SH,67.38
600928.SH,2.85
600929.SH,31.98
600933.SH,63.96
600936.SH,52.23
600939.SH,52.09
600958.SH,58.74
600959.SH,57.12
600960.SH,35.82
600961.SH,47.68
600962.SH,49.24
600963.SH,38.4
600965.SH,48.98
600966.SH,51.88
600967.SH,50.13
600968.SH,2.24
600969.SH,42.2
600970.SH,47.67
600971.SH,66.75
600973.SH,50.03
600975.SH,47.6
600976.SH,47.86
600977.SH,78.39
600978.SH,36.59
600979.SH,60.35
600980.SH,40.2
600981.SH,48.13
600982.SH,33.01
600983.SH,39.35
600984.SH,48.8
600985.SH,66.15
600986.SH,20.54
600987.SH,65.03
600988.SH,2.89
600989.SH,2.01
600990.SH,61.18
600992.SH,29.56
600993.SH,50.25
600995.SH,33.43
600996.SH,77.66
600997.SH,60.91
600998.SH,73.04
600999.SH,77.37
601000.SH,66.1
601001.SH,63.53
601002.SH,44.3
601003.SH,78.59
601005.SH,51.78
601006.SH,84.65
601007.SH,57.49
601008.SH,50.03
601009.SH,54.56
601010.SH,39.17
601011.SH,31.15
601012.SH,30.45
601015.SH,62.52
601016.SH,66.13
601018.SH,85.94
601019.SH,35.21
601020.SH,69.67
601021.SH,80.39
601028.SH,50.22
601038.SH,71.3
601058.SH,38.07
601066.SH,54.17
601068.SH,5.67
601069.SH,68.43
601077.SH,11.69
601086.SH,0.02
601088.SH,91.56
601098.SH,85.35
601099.SH,28.87
601100.SH,89.31
601101.SH,68.35
601106.SH,65.48
601107.SH,79.87
601108.SH,31.08
601111.SH,87.08
601113.SH,56.77
601116.SH,49.53
601117.SH,75.93
601118.SH,72.56
601126.SH,55.85
601127.SH,75.96
601128.SH,45.66
601137.SH,67.67
601138.SH,38.38
601139.SH,89.32
601155.SH,74.7
601158.SH,92.09
601162.SH,40.4
601163.SH,64.01
601166.SH,54.54
601168.SH,39.95
601169.SH,50.55
601177.SH,52.44
601179.SH,79.1
601186.SH,79.93
601188.SH,70.11
601198.SH,71.89
601199.SH,64.67
601200.SH,58.49
601208.SH,31.54
601211.SH,60.54
601212.SH,51.38
601216.SH,29.58
601218.SH,0.03
601222.SH,54.04
601225.SH,83.49
601226.SH,67.58
601228.SH,54.58
601229.SH,57.31
601231.SH,85.82
601233.SH,57.81
601236.SH,12.95
601238.SH,92.19
601258.SH,37.39
601288.SH,95.16
601298.SH,6.56
601311.SH,21.41
601318.SH,39.26
601319.SH,75.16
601326.SH,65.71
601328.SH,59.28
601330.SH,29.56
601333.SH,54.56
601336.SH,78.17
601339.SH,44.6
601360.SH,7.35
601366.SH,10.69
601368.SH,66.35
601369.SH,73.08
601375.SH,53.89
601377.SH,51.02
601388.SH,46.16
601390.SH,80.26
601398.SH,96.28
601399.SH,0
601500.SH,79.13
601512.SH,0.37
601515.SH,66.07
601518.SH,64.86
601519.SH,17.79
601555.SH,50.57
601566.SH,80.31
601567.SH,45.9
601577.SH,43.62
601579.SH,72.73
601588.SH,57.73
601595.SH,76.7
601598.SH,27.2
601599.SH,4.85
601600.SH,59.53
601601.SH,76.51
601606.SH,40.43
601607.SH,65.81
601608.SH,73.39
601611.SH,78.85
601615.SH,16.35
601616.SH,22.84
601618.SH,75.35
601619.SH,39.3
601628.SH,97.96
601633.SH,92.39
601636.SH,46.04
601658.SH,118.19
601666.SH,62.13
601668.SH,77.37
601669.SH,68.75
601677.SH,17.35
601678.SH,19.29
601688.SH,57.78
601689.SH,80.29
601698.SH,7.3
601699.SH,73.74
601700.SH,0.04
601717.SH,50.66
601718.SH,71.25
601727.SH,79.51
601766.SH,79.25
601777.SH,50.13
601788.SH,70.03
601789.SH,43.49
601798.SH,67.18
601799.SH,29.88
601800.SH,90.25
601801.SH,83.32
601808.SH,91.55
601811.SH,91.01
601818.SH,74.34
601828.SH,16.7
601838.SH,51.8
601857.SH,97.34
601858.SH,33.17
601860.SH,4.78
601865.SH,23.13
601866.SH,71.18
601869.SH,30.4
601872.SH,73.59
601877.SH,69.59
601878.SH,39.3
601880.SH,73.07
601881.SH,31.46
601882.SH,82.62
601886.SH,47.4
601888.SH,80.82
601890.SH,0.05
601898.SH,89.47
601899.SH,55.13
601900.SH,75.66
601901.SH,82.7
601908.SH,46
601916.SH,15.53
601918.SH,48.99
601919.SH,77.59
601928.SH,82.63
601929.SH,50.84
601933.SH,48.75
601939.SH,45.37
601949.SH,24.63
601952.SH,9.36
601958.SH,83.31
601965.SH,75.76
601966.SH,82.82
601968.SH,63.44
601969.SH,89.23
601975.SH,1.91
601985.SH,78.79
601988.SH,96.59
601989.SH,67
601990.SH,50.27
601991.SH,85.72
601992.SH,72.35
601996.SH,53.75
601997.SH,50.51
601998.SH,96.52
601999.SH,70.53
603000.SH,65.49
603001.SH,39.37
603002.SH,41.64
603003.SH,44.8
603005.SH,56.92
603006.SH,60.32
603007.SH,52.77
603008.SH,50.13
603009.SH,2.87
603010.SH,32.45
603011.SH,25.97
603012.SH,28.26
603013.SH,4.31
603015.SH,60.74
603016.SH,20.64
603017.SH,42.54
603018.SH,8.91
603019.SH,30.7
603020.SH,12.66
603021.SH,28.66
603022.SH,3.82
603023.SH,0
603025.SH,37.79
603026.SH,40.97
603027.SH,9.42
603028.SH,56.96
603029.SH,68.31
603030.SH,9.51
603031.SH,15.87
603032.SH,29.31
603033.SH,0.21
603035.SH,12.88
603036.SH,0.17
603037.SH,38.56
603038.SH,7.92
603039.SH,31.65
603040.SH,27
603041.SH,20.1
603042.SH,11.16
603043.SH,26.14
603045.SH,13.14
603050.SH,12.05
603053.SH,0.21
603055.SH,28.08
603056.SH,50.08
603058.SH,57.68
603059.SH,6.6
603060.SH,79.81
603063.SH,8.95
603066.SH,57.99
603067.SH,5.12
603068.SH,5.81
603069.SH,71.6
603076.SH,3.05
603077.SH,51.54
603078.SH,13.49
603079.SH,17.92
603080.SH,25.36
603081.SH,0.08
603083.SH,32.39
603085.SH,56.17
603086.SH,7.11
603088.SH,45.12
603089.SH,13.56
603090.SH,5.69
603093.SH,3.1
603096.SH,67.28
603098.SH,38.38
603099.SH,72.06
603100.SH,61.94
603101.SH,7.28
603103.SH,48.39
603105.SH,19.35
603106.SH,0.59
603108.SH,28.28
603109.SH,5.28
603110.SH,7.28
603111.SH,23.93
603113.SH,28.1
603115.SH,0.02
603116.SH,47.01
603117.SH,30.45
603118.SH,4.68
603121.SH,1.11
603123.SH,65.8
603126.SH,61.7
603127.SH,20.56
603128.SH,52.18
603129.SH,51.2
603131.SH,6.4
603133.SH,22.82
603136.SH,22.62
603138.SH,4.87
603139.SH,38.43
603156.SH,2.47
603157.SH,27.73
603158.SH,53.02
603159.SH,0.15
603160.SH,38.77
603161.SH,27.11
603165.SH,4.73
603166.SH,69.69
603167.SH,49.96
603168.SH,22.87
603169.SH,69.91
603177.SH,18.22
603179.SH,39.37
603180.SH,9.79
603181.SH,19.32
603183.SH,6.7
603185.SH,0.94
603186.SH,22.7
603187.SH,10.08
603188.SH,37.07
603189.SH,8.15
603192.SH,1.36
603196.SH,1.52
603197.SH,23.69
603198.SH,83.02
603199.SH,68.83
603200.SH,21.14
603203.SH,63.27
603208.SH,37.48
603214.SH,52.11
603217.SH,0.32
603218.SH,54.55
603220.SH,19.71
603222.SH,45.46
603223.SH,14.93
603225.SH,7.66
603226.SH,0.01
603227.SH,46.81
603228.SH,47.68
603229.SH,40.24
603232.SH,21.53
603233.SH,58.52
603236.SH,17.48
603238.SH,1.61
603239.SH,0.74
603256.SH,2.04
603258.SH,0.19
603259.SH,63.12
603260.SH,41.97
603266.SH,0.44
603267.SH,1.23
603268.SH,32.19
603269.SH,9.24
603277.SH,0.84
603278.SH,28.32
603279.SH,2.6
603283.SH,15.54
603286.SH,11.53
603288.SH,66.92
603289.SH,48.81
603297.SH,47.06
603298.SH,67.42
603299.SH,57.91
603300.SH,19.48
603301.SH,6.23
603303.SH,11.99
603305.SH,10.03
603306.SH,51.27
603308.SH,49.15
603309.SH,62.69
603311.SH,57.19
603313.SH,11.52
603315.SH,65.01
603316.SH,9.51
603317.SH,24
603318.SH,62.57
603319.SH,2.48
603320.SH,13.94
603321.SH,0.7
603322.SH,7.48
603323.SH,22.38
603326.SH,15.19
603327.SH,3.35
603328.SH,74.13
603329.SH,28.73
603330.SH,10.96
603331.SH,0.25
603332.SH,0.01
603333.SH,4.6
603335.SH,24.87
603336.SH,0.65
603337.SH,52.15
603338.SH,32.59
603339.SH,0.02
603345.SH,39.27
603348.SH,6.1
603351.SH,5.43
603355.SH,70.45
603356.SH,0.04
603357.SH,0.88
603358.SH,6.87
603359.SH,36.38
603360.SH,19.07
603363.SH,25.37
603365.SH,9.46
603366.SH,64.15
603367.SH,48.63
603368.SH,25.32
603369.SH,70
603377.SH,67.5
603378.SH,45.06
603379.SH,3.08
603380.SH,2.57
603383.SH,3.38
603385.SH,58.27
603386.SH,1.12
603387.SH,19.98
603388.SH,8.73
603389.SH,71.4
603390.SH,0.29
603393.SH,0.61
603396.SH,27.31
603398.SH,66.4
603399.SH,55.34
603416.SH,5.58
603421.SH,0.06
603429.SH,6.79
603444.SH,50.59
603456.SH,51.92
603458.SH,1.6
603466.SH,5.93
603477.SH,11.83
603486.SH,61.82
603488.SH,19.02
603489.SH,40.27
603496.SH,12.52
603499.SH,2.77
603500.SH,0
603501.SH,49.36
603505.SH,28.27
603506.SH,18.1
603507.SH,58.35
603508.SH,10.74
603515.SH,55.26
603516.SH,14.65
603517.SH,62.31
603518.SH,11.59
603519.SH,20.35
603520.SH,31.44
603527.SH,9.66
603528.SH,67.91
603530.SH,0.27
603533.SH,24.5
603535.SH,27.84
603536.SH,18.82
603538.SH,17.91
603555.SH,83.48
603556.SH,71.29
603557.SH,47.24
603558.SH,16.42
603559.SH,3.44
603566.SH,10.66
603567.SH,85.25
603568.SH,57.76
603569.SH,82.04
603577.SH,5.61
603578.SH,27.73
603579.SH,28
603580.SH,9.32
603583.SH,17.69
603585.SH,11.58
603586.SH,28.38
603587.SH,51.22
603588.SH,4.66
603589.SH,18.75
603590.SH,32.48
603595.SH,23.42
603596.SH,49.57
603598.SH,14.96
603599.SH,71.28
603600.SH,51.84
603601.SH,30.1
603602.SH,7.73
603603.SH,60.66
603605.SH,29.88
603606.SH,52.25
603607.SH,0
603608.SH,51.77
603609.SH,16.62
603610.SH,4.78
603611.SH,7.68
603612.SH,24.76
603613.SH,13.52
603615.SH,0.32
603616.SH,46.81
603617.SH,6.37
603618.SH,52.18
603619.SH,45.07
603626.SH,19.54
603628.SH,18.67
603629.SH,0.01
603630.SH,7.04
603633.SH,24.33
603636.SH,15.43
603637.SH,45.24
603638.SH,16.83
603639.SH,10.7
603648.SH,50.35
603650.SH,20.41
603655.SH,8.83
603656.SH,26.74
603657.SH,1.47
603658.SH,93.11
603659.SH,35.02
603660.SH,2.04
603661.SH,1.14
603662.SH,1.02
603663.SH,72
603665.SH,33.46
603666.SH,38.02
603667.SH,12
603668.SH,10.53
603669.SH,55.09
603676.SH,0.63
603677.SH,2.55
603678.SH,16.58
603679.SH,30.94
603680.SH,67.5
603681.SH,0.61
603683.SH,10.08
603685.SH,26.56
603686.SH,12.13
603687.SH,0.03
603688.SH,39.4
603689.SH,52.2
603690.SH,26.93
603693.SH,40.01
603696.SH,19.52
603697.SH,1.05
603698.SH,77.44
603699.SH,85.25
603700.SH,1.75
603701.SH,2.5
603703.SH,2.02
603706.SH,0.15
603707.SH,66.12
603708.SH,88.46
603709.SH,0.01
603711.SH,16.75
603712.SH,46.58
603713.SH,58.44
603716.SH,58.95
603717.SH,10.32
603718.SH,48.5
603721.SH,35.77
603722.SH,12.81
603725.SH,2.88
603726.SH,0.09
603727.SH,76.05
603728.SH,42.87
603729.SH,5.24
603730.SH,17.75
603733.SH,1.19
603737.SH,18.12
603738.SH,2.96
603739.SH,0.4
603755.SH,23.39
603757.SH,4.04
603758.SH,24.64
603766.SH,58.34
603767.SH,0.01
603773.SH,24.98
603776.SH,22.58
603777.SH,66.32
603778.SH,4.17
603779.SH,7.23
603786.SH,61.56
603787.SH,0.03
603788.SH,57.81
603789.SH,36.34
603790.SH,5.18
603797.SH,1.61
603798.SH,69.53
603799.SH,63.09
603800.SH,68.5
603801.SH,21.41
603803.SH,24.43
603806.SH,72.26
603808.SH,67.73
603809.SH,0.13
603810.SH,20.49
603811.SH,9.74
603813.SH,22.84
603815.SH,0.03
603816.SH,90.95
603817.SH,24.71
603818.SH,6.04
603819.SH,20.8
603822.SH,71.84
603823.SH,4.98
603825.SH,37.73
603826.SH,24.57
603828.SH,46.64
603829.SH,45.36
603833.SH,56.07
603838.SH,4.53
603839.SH,30.77
603843.SH,10.32
603848.SH,11.92
603855.SH,6.39
603856.SH,16.19
603858.SH,62.04
603859.SH,14
603860.SH,0.08
603861.SH,8.96
603863.SH,0.01
603866.SH,8.31
603867.SH,0.78
603868.SH,84.93
603869.SH,54.97
603871.SH,10.05
603876.SH,61.05
603877.SH,54.27
603878.SH,17.53
603879.SH,9.18
603880.SH,18.66
603881.SH,45.56
603882.SH,70.79
603883.SH,77.51
603885.SH,80.5
603886.SH,71.66
603887.SH,8.85
603888.SH,70.36
603889.SH,35.35
603890.SH,17.8
603895.SH,0
603896.SH,3.58
603897.SH,5.88
603898.SH,10.78
603899.SH,80.54
603900.SH,15.82
603901.SH,27.71
603903.SH,23.96
603906.SH,22.85
603908.SH,10.38
603909.SH,0.04
603912.SH,52.01
603915.SH,0.02
603916.SH,8.55
603917.SH,6.61
603918.SH,11.74
603919.SH,76.89
603920.SH,9.89
603922.SH,0.02
603926.SH,0.8
603927.SH,1.36
603928.SH,1.8
603929.SH,70.21
603933.SH,0.06
603936.SH,4.41
603937.SH,6.99
603938.SH,3.01
603939.SH,73.84
603955.SH,47.08
603956.SH,0.05
603958.SH,74.13
603959.SH,67.02
603960.SH,44.92
603963.SH,54.89
603966.SH,2.57
603967.SH,0.01
603968.SH,18.87
603969.SH,2.64
603970.SH,47.34
603976.SH,3.5
603977.SH,69.57
603978.SH,15.43
603979.SH,58.12
603980.SH,11.16
603982.SH,0.72
603983.SH,27.45
603985.SH,29.09
603986.SH,55.48
603987.SH,56.32
603988.SH,26.48
603989.SH,58.43
603990.SH,23.7
603991.SH,30.13
603992.SH,0.02
603993.SH,82.05
603995.SH,0.58
603996.SH,51.77
603997.SH,80.64
603998.SH,3.46
603999.SH,64.25
688001.SH,6.5
688002.SH,10.29
688003.SH,4.73
688005.SH,11.62
688006.SH,12.88
688007.SH,11.59
688008.SH,40.33
688009.SH,9.08
688010.SH,4.36
688011.SH,5.21
688012.SH,30.56
688015.SH,7.88
688016.SH,37.45
688018.SH,29.88
688019.SH,12.01
688020.SH,22.12
688021.SH,27.58
688022.SH,6.17
688023.SH,65.63
688025.SH,4.69
688028.SH,4.48
688029.SH,47.58
688030.SH,14.45
688033.SH,5.14
688036.SH,28.1
688037.SH,32.62
688039.SH,41.6
688058.SH,31.73
688066.SH,4.52
688068.SH,3.54
688078.SH,7.95
688081.SH,33.25
688088.SH,13.97
688089.SH,14.43
688098.SH,4.14
688099.SH,6.51
688101.SH,3.9
688106.SH,0
688108.SH,4.56
688111.SH,57.19
688116.SH,22.64
688118.SH,8.53
688122.SH,5.91
688123.SH,23.66
688128.SH,4.13
688138.SH,6.26
688139.SH,15.42
688166.SH,61.74
688168.SH,5.71
688180.SH,0
688181.SH,34.65
688188.SH,37.73
688196.SH,5.51
688198.SH,26
688199.SH,3.45
688202.SH,5.21
688218.SH,6.45
688258.SH,37.3
688268.SH,7.55
688288.SH,7.98
688299.SH,6.44
688300.SH,35.63
688310.SH,5.94
688321.SH,18.02
688333.SH,4.8
688339.SH,0
688357.SH,9.34
688358.SH,23.03
688363.SH,48.58
688366.SH,36.28
688368.SH,44.78
688369.SH,6.92
688388.SH,26.47
688389.SH,16.47
688399.SH,5.33
688556.SH,0
